,sents,labels
0,百五十八; 五百九十一,1
12555,八百四十二; 三百二十八,0
12556,三百三十二; 三百六十五,1
12557,八百二十六; 五百九十三,0
12558,百五; 三十六,0
12559,三百四十七; 八百九,1
12560,四十三; 二百八十三,1
12561,七百二十五; 四百六十二,0
12562,二百三十六; 七百四十,1
12563,四百八十四; 八百六十四,1
12564,九百九十二; 五百二十九,0
12565,五百六十三; 四百九十八,0
12566,五百八十九; 五百十二,0
12567,九百四十; 九百十二,0
12568,二百六十八; 七百七十三,1
12569,二百六十六; 四十二,0
12570,百二; 四百十九,1
12571,百三十七; 五百四,1
12572,二百六十三; 九百六十六,1
12573,七百六十七; 百六十五,0
12574,四百二十一; 百九十三,0
12575,二百六十; 二百八十,1
12576,九百五十; 七百二,0
12577,九百九十四; 四百三十三,0
12578,六百十四; 五百三十四,0
12579,九百十八; 九百三十,1
12580,九百九十七; 五百八十四,0
12581,六百六十九; 六百七十五,1
12582,八百四十五; 十三,0
12583,三百四十四; 五百七十,1
12584,百三十二; 三百三十五,1
12585,三百十六; 五百十七,1
12586,八百八十三; 六百二十六,0
12587,八十一; 九百九十七,1
12588,百十; 九百四十六,1
12589,七百五十四; 五十二,0
12590,八百五十九; 八百三十八,0
12591,三百六十九; 六百五十一,1
12592,六十二; 百四十二,1
12593,五百六十四; 六百七十八,1
12594,九百五十; 六百六十二,0
12595,五百六十二; 六百三十二,1
12596,九百八十三; 六十一,0
12597,四百七十五; 五百六十五,1
12598,八百五十六; 七百三十三,0
12599,七百八十二; 四百八,0
12600,五百六十九; 九百八十四,1
12601,八百三十七; 二百七十二,0
12602,七百二十九; 四百八十八,0
12603,八百八十二; 八百七十九,0
12604,六百五十三; 四百七十八,0
12605,七百四十九; 二百八十,0
12606,四百八十; 九百七十七,1
12607,四百四十一; 九百二十八,1
12608,三百二十三; 四百三十一,1
12609,五百七; 七百七十二,1
12610,七百四十八; 二百九十一,0
12611,四百十一; 八百五,1
12612,九百五十八; 三百三十八,0
12613,五百十九; 八百三十五,1
12614,七百二十六; 六百四十三,0
12615,七百七十四; 五百八十五,0
12616,二百二十八; 六百二十二,1
12617,四百十一; 四十八,0
12618,八十七; 三百十三,1
12619,三百八十六; 百十四,0
12620,百九十一; 四百六十五,1
12621,四百五十六; 二百六十五,0
12622,八十九; 四百四十四,1
12623,百六十四; 五百六十八,1
12624,二百三十九; 七百五十六,1
12625,百三十八; 五百七十一,1
12626,九百四十九; 二十四,0
12627,六百九十四; 三百九十六,0
12628,三百三十六; 六百四十七,1
12629,八百一; 六十,0
12630,百五十九; 七百十七,1
12631,九百二十; 八百六十九,0
12632,百七十; 三百十八,1
12633,七百五十七; 五百六十二,0
12634,二百八十; 八十六,0
12635,二百七十八; 九百九十四,1
12636,五百八十三; 八百六十八,1
12637,三百; 七百三十七,1
12638,三百九十三; 九百十二,1
12639,八百九十四; 二百六十一,0
12640,六百二十二; 六百十七,0
12641,八百三十; 四百六,0
12642,二百二十五; 三百八十,1
12643,六百七十一; 二百六,0
12644,八百五十一; 七百八十五,0
12645,六百二十九; 八百七十六,1
12646,百四; 五百四十三,1
12647,八百七十二; 四百六,0
12648,七百七十八; 百八,0
12649,三百二十五; 四百二十,1
12650,四百六十二; 二十,0
12651,五百二十二; 七百二十一,1
12652,百八十五; 四百六十二,1
12653,九百七十四; 四百三十八,0
12654,二百八十一; 三百六十九,1
12655,五十四; 三百七十一,1
12656,二百三十; 六百九十四,1
12657,七百十八; 八百三十八,1
12658,九十; 七百三十四,1
12659,二百七十; 七百四十九,1
12660,三十一; 八百六十八,1
12661,百九十四; 百六十三,0
12662,六百三十三; 四百十八,0
12663,百八十一; 八百四十九,1
12664,七百七十五; 二百六十三,0
12665,七; 三百三十九,1
12666,七百四十; 五百八十一,0
12667,八百五; 五百七十二,0
12668,四百十三; 四百二十三,1
12669,三百二十一; 六百三十二,1
12670,百二十三; 七百六十三,1
12671,六百九十九; 百六十二,0
12672,八百; 七十五,0
12673,四百四十九; 四百二十二,0
12674,七百八十九; 六百九十三,0
12675,百九十三; 二百二十六,1
12676,八百十七; 三十一,0
12677,八百二十二; 百九十四,0
12678,六百六十七; 百七十五,0
12679,五百六十五; 八百五十八,1
12680,四百二十一; 七十五,0
12681,五百七十三; 三十九,0
12682,三百九十九; 二百十一,0
12683,八百四十五; 六百十六,0
12684,五百八十一; 二百二十七,0
12685,二十八; 百二十九,1
12686,四百十五; 六百五十,1
12687,九百九十四; 四十八,0
12688,三百八十二; 二百十七,0
12689,七百六十四; 四百四十四,0
12690,二百三十四; 六百九十五,1
12691,百十九; 三百十九,1
12692,三百十二; 七百六十五,1
12693,二百九; 八百九十五,1
12694,五百六; 四百九十七,0
12695,九百十五; 四十三,0
12696,百四十; 八百二十一,1
12697,七百八十九; 七百十六,0
12698,八百二十一; 百七,0
12699,三十; 九百二十六,1
12700,二百九十一; 八百七十,1
12701,三百八十二; 百五十二,0
12702,九百十五; 三百三十九,0
12703,二百五十六; 四十四,0
12704,四十六; 三百八十,1
12705,二百五十五; 三百二十七,1
12706,三百; 二百十六,0
12707,六十七; 五百八十七,1
12708,四百九十五; 三百四十二,0
12709,百九十九; 三百三十九,1
12710,二百三; 七百六十六,1
12711,五百二十七; 八百八十,1
12712,二百六十五; 百八十七,0
12713,七百七十六; 三百八,0
12714,八十一; 二百五十八,1
12715,二百二十五; 九百九十七,1
12716,三百五十四; 三百四十一,0
12717,四百三十六; 三百八十六,0
12718,二百三十三; 九百四,1
12719,五百九十九; 六百十七,1
12720,百五十八; 十八,0
12721,四百六十五; 九百十,1
12722,七百六十一; 三十,0
12723,六百八十六; 五百三十六,0
12724,五百五十六; 七百十三,1
12725,八百九十; 百十六,0
12726,八百六十六; 七十九,0
12727,七百九十四; 九百五十,1
12728,九百五十五; 九百六,0
12729,六百三十五; 五百二十九,0
12730,二百七十四; 三百二十五,1
12731,五百十九; 二百六十三,0
12732,三百七十五; 九百五十一,1
12733,三百九十; 二十二,0
12734,八百十四; 六百,0
12735,三百十三; 百,0
12736,六百二; 三百三十,0
12737,四百九十六; 七百四十二,1
12738,二百八十二; 三百三十三,1
12739,五百五十三; 六百七十八,1
12740,三百五十六; 九百七十四,1
12741,六百四十一; 三百六,0
12742,九百四十九; 九百九十,1
12743,二十二; 四百五十七,1
12744,百十八; 五百七十五,1
12745,三百三十; 五百一,1
12746,九百八十三; 三百九十七,0
12747,二百十一; 二百四十一,1
12748,九百三; 九百九十二,1
12749,四百七十; 三百十三,0
12750,三百七十五; 七百六十八,1
12751,六百七十一; 七百四十,1
12752,百三; 三百五十二,1
12753,六百六十七; 三百二十一,0
12754,百八十二; 八百三十三,1
12755,百一; 四百三十一,1
12756,六百四十一; 七百九十三,1
12757,六百三十七; 八百八,1
12758,三百七十三; 七百十一,1
12759,百九十五; 五百十一,1
12760,百八十三; 百二十五,0
12761,三百六十; 三百八十,1
12762,五十; 七十,1
12763,五百七十三; 八百七,1
12764,五十; 四百二十三,1
12765,二百六十八; 五百十六,1
12766,九百七; 百二十二,0
12767,四十六; 七百十六,1
12768,四十五; 二百二十九,1
12769,百十三; 八百三十八,1
12770,四百八十八; 二十四,0
12771,九百五十九; 九百六十三,1
12772,四百九十二; 百六十九,0
12773,八百六十三; 四百十一,0
12774,四百九十五; 百三十八,0
12775,四百四十四; 二百六十七,0
12776,四百九十一; 百七,0
12777,三百五十二; 三百十八,0
12778,三百四十九; 三百九十,1
12779,二百九十四; 二百六十九,0
12780,三百七十三; 五十,0
12781,十一; 二百十,1
12782,七十; 九百五十六,1
12783,九百八十三; 五百七十三,0
12784,六百七十四; 四百七十六,0
12785,九百三十一; 五百五十七,0
12786,七十; 九百九十四,1
12787,三百七十三; 七百二十六,1
12788,三百二十三; 六百三十一,1
12789,九百三十九; 三百六十八,0
12790,六百十四; 五百九十二,0
12791,百三十一; 六百五十八,1
12792,六百四十八; 六百五十四,1
12793,六百五十九; 六百八十五,1
12794,七百四; 八百二十九,1
12795,八百九十四; 九百九十四,1
12796,七百六十七; 九百五十二,1
12797,六; 六百九十二,1
12798,七百九十七; 百七十四,0
12799,二百五; 五百九十四,1
12800,八百; 六百六十八,0
12801,二百八十三; 八百五十二,1
12802,二十八; 七百五,1
12803,六十二; 七十七,1
12804,八百六十八; 六百三十五,0
12805,三十四; 四百六十六,1
12806,二百三十; 百六十四,0
12807,百六十九; 二百五十七,1
12808,五百五; 百三十,0
12809,九百九十二; 七百五十五,0
12810,二百五十二; 百四十,0
12811,百六十九; 百十六,0
12812,五百五十五; 八百九,1
12813,六百六十六; 六百二十五,0
12814,七百三十九; 八百九十七,1
12815,百三十九; 八百四十三,1
12816,百四十二; 四百六,1
12817,二百八十五; 八百八,1
12818,七百六十; 四百四十一,0
12819,三百四十三; 五十一,0
12820,七百八十九; 八百一,1
12821,二百五十七; 五百六十二,1
12822,百五十七; 二百八十七,1
12823,三百三十二; 五百六十四,1
12824,六百九十三; 八百七十九,1
12825,二百十九; 二十八,0
12826,百十四; 八百五十五,1
12827,二百四十四; 五百三十三,1
12828,四十; 百五十六,1
12829,百五; 二百四十六,1
12830,三百八十四; 百八十七,0
12831,百四十九; 百六十一,1
12832,四百九十五; 六百十五,1
12833,三百九十五; 五百三十八,1
12834,四百二十三; 八百三十二,1
12835,五百六十七; 六百二十七,1
12836,八百四; 九百四十一,1
12837,七百七十三; 八百十六,1
12838,三百四十四; 二百四十九,0
12839,九百七十四; 七百三,0
12840,二百七十七; 二十二,0
12841,三十六; 四百十三,1
12842,百八十; 百八十五,1
12843,百六十; 七百六十四,1
12844,七百七十五; 二百六,0
12845,六百十一; 二百八十八,0
12846,五百八十四; 二百五,0
12847,二百三十七; 四百六十三,1
12848,四十八; 四十九,1
12849,四百九十四; 八百八十七,1
12850,九百九十八; 三百三十二,0
12851,六百三十二; 三百五十二,0
12852,百六十九; 四百八十五,1
12853,六十七; 九百二十五,1
12854,六百七十一; 六百二十二,0
12855,三百三十六; 三,0
12856,五百二十一; 九百八十八,1
12857,百六十八; 七百六十,1
12858,二百七; 三百九十五,1
12859,四百三; 二百三十二,0
12860,百九十五; 三百六十六,1
12861,八百四十三; 二百四十七,0
12862,七百五十三; 七百五十九,1
12863,五百四十六; 七百九十六,1
12864,百五十七; 五百八十,1
12865,百二十七; 九百六十五,1
12866,六百十; 七百三,1
12867,三十八; 九百八十五,1
12868,二百五十一; 百六十七,0
12869,七百四十二; 六百六十九,0
12870,七百二十九; 百十七,0
12871,八百五十五; 五百八十六,0
12872,六百六十二; 七百十,1
12873,九百九; 八百八十五,0
12874,二百七十七; 五百十二,1
12875,六百; 三百四十五,0
12876,九百八十九; 六百六十一,0
12877,五百四十四; 九百三十七,1
12878,百四十七; 三百六十四,1
12879,四百四十; 七十,0
12880,八百六十四; 三百六十四,0
12881,五百二十二; 六百十四,1
12882,九百八十; 四百十八,0
12883,百六十; 九百七十四,1
12884,七百三十八; 二百四十七,0
12885,九十; 百三十五,1
12886,三百五十; 八十八,0
12887,七百五十六; 百九十五,0
12888,三百八; 八百四十四,1
12889,二十四; 九百四十五,1
12890,八百六十六; 七百四十七,0
12891,百十二; 百六十一,1
12892,四百二; 三,0
12893,三百十九; 四百七十,1
12894,二百五十; 四百八十五,1
12895,四百七十六; 九百九十五,1
12896,五百二十六; 七百九十四,1
12897,六百五十二; 七百二十九,1
12898,五百二十四; 七百七十三,1
12899,六十八; 六百六十四,1
12900,二十五; 二十四,0
12901,八百十; 八百四十八,1
12902,九百二十九; 九百三十三,1
12903,七百六十五; 五百六十六,0
12904,五百七十六; 百五,0
12905,五十三; 六百九十,1
12906,七百八十二; 百三十三,0
12907,三百七十八; 八百九十六,1
12908,六十四; 二百三十八,1
12909,三百八十四; 二百十一,0
12910,八百七十八; 七百八,0
12911,五百二十九; 八百七十六,1
12912,五百五十九; 七百六十五,1
12913,七百六十; 百四十三,0
12914,八百八十六; 五百三十八,0
12915,四百四十二; 十八,0
12916,四百八十; 三百六十八,0
12917,九百三十八; 六百六十一,0
12918,六百十九; 八百二,1
12919,二百三十; 三百七十八,1
12920,七百十七; 八百十九,1
12921,九百三十一; 九十,0
12922,九百九十二; 百六十一,0
12923,十五; 二百三十一,1
12924,七百三十七; 八百七十四,1
12925,四百九十九; 五百十七,1
12926,百八十七; 八十七,0
12927,五百八十; 百四十六,0
12928,六百五; 三十四,0
12929,八百九十七; 二百八十五,0
12930,六百十四; 三百八十九,0
12931,五百六十; 九百十一,1
12932,五百九十五; 百三十五,0
12933,百五十二; 五百六十九,1
12934,九百二十四; 四百四十三,0
12935,六百六十二; 四百七十四,0
12936,百一; 四百七十三,1
12937,九百六; 二百四,0
12938,三百四十; 八百三十四,1
12939,五百二十五; 二百九,0
12940,八百八十一; 百四十六,0
12941,八; 五百九十六,1
12942,七百九十五; 三百八十,0
12943,九百二十三; 三百二十二,0
12944,八十六; 五百五十六,1
12945,八百九十九; 八十二,0
12946,二百六十七; 六百五十五,1
12947,九百二十七; 六百四十,0
12948,三百九十七; 七百六十一,1
12949,二百七十二; 百九十三,0
12950,四百五十一; 八百九十五,1
12951,六百五十三; 百十二,0
12952,七百八十七; 五百五十九,0
12953,四百八十一; 二百五十六,0
12954,三百二十七; 九百六十,1
12955,二百七十四; 三百六十八,1
12956,九百八; 五百五十四,0
12957,百八十五; 五百九十八,1
12958,二十二; 七百八十二,1
12959,三百四十一; 五百七十二,1
12960,三百五十五; 三十七,0
12961,五百五十六; 九百十六,1
12962,九百五十五; 三百二十一,0
12963,三百五十七; 二百八十一,0
12964,二百二十四; 六百六十六,1
12965,五百八十四; 二百三十四,0
12966,二百八; 五百四十二,1
12967,二百六十八; 九百七十六,1
12968,五百十四; 百十五,0
12969,八百十六; 六百二十八,0
12970,三百十九; 五百六十七,1
12971,六百八十一; 二百九十,0
12972,二十; 百三十五,1
12973,九百十三; 九百八十一,1
12974,九百七十; 五百七十四,0
12975,二百六十七; 八百九,1
12976,八百五十三; 八百六十五,1
12977,六百五十八; 六十七,0
12978,六百八十八; 七百七十二,1
12979,六百三十四; 三百五十四,0
12980,百二; 九百五十九,1
12981,二百二十四; 九百七,1
12982,二百三十二; 九百四十二,1
12983,九百二十一; 八百,0
12984,四百一; 八百五十,1
12985,五百十九; 四百五十三,0
12986,二百六十六; 八百十八,1
12987,四百十二; 二百九十二,0
12988,三百九十二; 三百七十七,0
12989,百六十八; 九百九十八,1
12990,九百八十八; 九百八,0
12991,三百九十四; 六百九,1
12992,三百二十一; 九百六十一,1
12993,百二十八; 四百八十五,1
12994,四百七十六; 七百十,1
12995,七百三十八; 五百十一,0
12996,八; 八百三十六,1
12997,三百四十六; 八百六十八,1
12998,八百九十五; 百五十三,0
12999,七百四十六; 百九十八,0
13000,四百九十; 七百五十二,1
13001,八百九十六; 三百二,0
13002,四百五十二; 二百五十六,0
13003,七百二十二; 四百二十八,0
13004,三百五十二; 二百八十八,0
13005,七十六; 百三十,1
13006,三百六十九; 五百八十七,1
13007,三百九十六; 五百八十,1
13008,四百十九; 九百六十三,1
13009,六十; 三百八十一,1
13010,五百二十二; 九百八十九,1
13011,三百八十四; 七百二十四,1
13012,三百九十二; 八十四,0
13013,五百九; 百六,0
13014,四百五十九; 百六十九,0
13015,七百六十六; 五百九,0
13016,九十九; 六百四十七,1
13017,六百三十一; 三百二十二,0
13018,六百二; 六百十,1
13019,百六; 四百九十七,1
13020,六百九十九; 六百四十七,0
13021,四百二; 五百六,1
13022,二百五十五; 三百三十三,1
13023,八百四十八; 五百二十六,0
13024,九百六十六; 八百五十八,0
13025,百十五; 百四十六,1
13026,三百六十七; 五百四十二,1
13027,百十; 三百六十七,1
13028,七百十四; 五百五十七,0
13029,八百十二; 九百十二,1
13030,九百七十七; 三百六十五,0
13031,四十二; 五百九十六,1
13032,三百三十三; 百七,0
13033,百二十六; 四百六十二,1
13034,八百二十四; 二百五十八,0
13035,三百; 二十二,0
13036,八百九十七; 七百八十七,0
13037,三百七十七; 三十四,0
13038,六百八十七; 四百五十,0
13039,八百八十五; 二百二十一,0
13040,三百十六; 七百三十一,1
13041,六十七; 九百七十二,1
13042,二百十四; 七百八十五,1
13043,六百十三; 五百四十四,0
13044,八百十四; 九百四十七,1
13045,二百九十五; 四百二十七,1
13046,四百五十五; 九百六十一,1
13047,百五十八; 三百七十,1
13048,七百七十三; 八百二十六,1
13049,五百七十四; 百七,0
13050,五百二十一; 七百三十四,1
13051,百四十八; 百十四,0
13052,六百七十六; 六百七十五,0
13053,八百十; 九百七十三,1
13054,八百七十七; 六百一,0
13055,六百二十四; 二百六十九,0
13056,九百三十七; 三百六十三,0
13057,五百二十二; 八十七,0
13058,六百五十五; 二百十三,0
13059,六十一; 七百十二,1
13060,百五; 八百四十八,1
13061,三; 三百八十四,1
13062,二百九十五; 四百四十一,1
13063,九百四十八; 二百四十九,0
13064,百四十八; 四百三十,1
13065,五百八十五; 八百三十二,1
13066,二百五十二; 八百六十五,1
13067,百八十四; 六百三十七,1
13068,二百; 百六十,0
13069,九百八; 五十六,0
13070,六百六十四; 四百四十九,0
13071,四百九十一; 二百五十三,0
13072,七百十; 五百四十五,0
13073,三百三十九; 七百十九,1
13074,百三十一; 九百七十六,1
13075,八百六十七; 五百九十一,0
13076,七百五十三; 二百七,0
13077,百; 六百一,1
13078,九百五十七; 二百八十三,0
13079,百三十一; 四百四,1
13080,五百八十二; 四百四十,0
13081,三百十二; 六百四十二,1
13082,二百十; 八百四十七,1
13083,四百七; 七百四十三,1
13084,六百八十六; 五十九,0
13085,八百四十六; 四百七十九,0
13086,四百四十五; 五百四十,1
13087,三百五十六; 八百四十九,1
13088,二百七十七; 三百六十七,1
13089,三百六十七; 九百八十四,1
13090,七百八十二; 二百九十八,0
13091,九百三十六; 六百六十三,0
13092,二百十八; 五百七十八,1
13093,二百三十八; 六百八十,1
13094,二百十二; 七百四十八,1
13095,七百三十七; 七百十六,0
13096,二百九十七; 七百六十九,1
13097,五百六十四; 四百四十一,0
13098,八百二十九; 六百十九,0
13099,六百九十; 百六十八,0
13100,四百五十七; 四百四十四,0
13101,四百十一; 三百二十八,0
13102,九百九十五; 三百五十六,0
13103,六百四十二; 五百九十二,0
13104,二百四十四; 二百七十四,1
13105,五百七十九; 七百十九,1
13106,九百八十五; 三百五十六,0
13107,五十; 三百七十五,1
13108,五百七十; 三百八十六,0
13109,七百四十五; 八百二十六,1
13110,七百六十七; 六百十,0
13111,五百十一; 九百五十六,1
13112,六百八十五; 九百二十三,1
13113,百二十四; 六百七十五,1
13114,百十七; 二百三十四,1
13115,六百三十三; 四百五十三,0
13116,六百六十; 六百九十七,1
13117,三百九十七; 六十八,0
13118,四百九十; 五百十四,1
13119,四百七十九; 八百十九,1
13120,二百十五; 二百四十二,1
13121,百九十八; 二十四,0
13122,六百三十七; 二十一,0
13123,三百八十一; 百四十四,0
13124,六百五十五; 五百九十,0
13125,五百七十四; 二,0
13126,九百七十六; 八十八,0
13127,四百十四; 六百六十六,1
13128,四百八十二; 六百八十五,1
13129,三百六十八; 二百五十一,0
13130,九百二十; 百四,0
13131,八百九十六; 八百五十八,0
13132,五百九十七; 六百八,1
13133,百十七; 六百二十七,1
13134,六百二十四; 八百五十九,1
13135,九百五十四; 百五十八,0
13136,四百六十五; 九百四十二,1
13137,九百二十七; 二百十,0
13138,九百三十八; 六百十一,0
13139,七百三十九; 六十八,0
13140,九百十; 五百五十八,0
13141,十七; 五百四十四,1
13142,九百九十五; 七百四十三,0
13143,四百六十; 六十二,0
13144,五十九; 八百四十一,1
13145,四百八十二; 七百八十四,1
13146,百二十三; 六百,1
13147,六百四十一; 五百三十八,0
13148,四百九十; 九百三十九,1
13149,八百十九; 四百八十一,0
13150,九十七; 四百五十二,1
13151,二百五十四; 七百七,1
13152,六十三; 四百二十六,1
13153,八百八十; 八百四十九,0
13154,六百四十五; 百四十七,0
13155,七百二十八; 五百三十八,0
13156,四十二; 百六十七,1
13157,八十五; 五百七十八,1
13158,百十二; 二百十三,1
13159,百四十七; 七百十八,1
13160,九百三十八; 八百六十八,0
13161,四百九十二; 百五十,0
13162,九百七十六; 三百四十三,0
13163,二百四十三; 八十七,0
13164,百九十九; 六十三,0
13165,三百十一; 八百三十一,1
13166,三百九十六; 二百九十六,0
13167,六百三十一; 二百二十六,0
13168,四百二十九; 九百三十,1
13169,五百九十二; 百十八,0
13170,五百五; 八十九,0
13171,二百七十七; 三百二十五,1
13172,四百三十一; 四百三十,0
13173,六百三十五; 二百六十一,0
13174,四百六十四; 百四十一,0
13175,五十; 百六十三,1
13176,八百五十四; 九百九十一,1
13177,六百八十八; 九百四十九,1
13178,四百四十; 百七十六,0
13179,三百七十四; 二百五十九,0
13180,三百九十五; 百三十六,0
13181,三百九十; 三百八,0
13182,七百三十四; 三百十七,0
13183,四百九十九; 八百六十,1
13184,五百七十八; 三百四十三,0
13185,六百四十六; 五百六十七,0
13186,七百九十九; 六百三十,0
13187,百七十七; 九百九十六,1
13188,三百三十; 二百五,0
13189,四百四十五; 八百六十九,1
13190,八百九十四; 百七十五,0
13191,七百七十四; 七百七十八,1
13192,四百五十二; 三百二十一,0
13193,六百八十一; 五百六,0
13194,二百七十八; 四百五十六,1
13195,四百九十四; 四百九十八,1
13196,八百五十; 五百二十七,0
13197,七百八十七; 百三十四,0
13198,三百六十; 四百四十三,1
13199,四百五十九; 二十八,0
13200,八百六; 八百二十二,1
13201,八百二十三; 八百八十五,1
13202,二百六十; 八百十二,1
13203,六; 七百三十一,1
13204,五百四十八; 九百八十七,1
13205,五百四十六; 百六十五,0
13206,百四十三; 八百五十九,1
13207,八百六十一; 七十一,0
13208,五百三十六; 四百六十三,0
13209,九百三十二; 八百二十二,0
13210,百八十五; 八百九十,1
13211,三百一; 六百八十七,1
13212,四百六十九; 四百九十,1
13213,二百六十九; 五百九十八,1
13214,百五十三; 三百九十一,1
13215,七百十三; 六十五,0
13216,二百三十六; 六百十二,1
13217,七百六十; 六百五十二,0
13218,七十六; 二百二十八,1
13219,七百九十九; 百九十六,0
13220,四百九十; 五百八十一,1
13221,八百五; 四百十六,0
13222,八百八十; 八百九,0
13223,四百六十三; 五百九十四,1
13224,三百; 七百三十六,1
13225,九百八十六; 七百九十四,0
13226,百九十九; 六百八十八,1
13227,八百十六; 四百十,0
13228,四百八十八; 百四十九,0
13229,七百七十九; 五百七,0
13230,九百三十六; 四百三,0
13231,二百四十八; 二百十七,0
13232,二十; 八百七十六,1
13233,六百七十五; 百十九,0
13234,百二十八; 五十八,0
13235,二百六; 六百五十五,1
13236,五百六十九; 八百九十三,1
13237,七十三; 六百九,1
13238,百三十三; 二百八,1
13239,七百二十一; 九百五十一,1
13240,六百六十八; 五百九,0
13241,八十四; 七百九十九,1
13242,七百九十四; 二百二十六,0
13243,七百三十五; 七百十九,0
13244,三百九十九; 三百二,0
13245,八十一; 二百二十五,1
13246,七百七十九; 九百七十五,1
13247,七百十五; 五百四十一,0
13248,五百四十四; 二百六十八,0
13249,八百七十三; 二百六十六,0
13250,八百七十一; 九百七十三,1
13251,八百二十三; 百八十六,0
13252,七百二十六; 八百十七,1
13253,九百五十四; 六百二,0
13254,五百二十九; 八百九十九,1
13255,七百四十七; 七十五,0
13256,九百十; 九百四十,1
13257,四百六十九; 四十一,0
13258,二百十三; 七百八十四,1
13259,四百六十七; 五百五十四,1
13260,五百三十; 三百,0
13261,二百五十二; 五百五十一,1
13262,四百六十九; 四百四十八,0
13263,十六; 三百六十五,1
13264,二十五; 七十一,1
13265,七百八十九; 百十九,0
13266,四百四十七; 六百八十三,1
13267,四百二十; 九百六十七,1
13268,七百四; 二百四十七,0
13269,五百四十三; 九百八十一,1
13270,六十九; 五十二,0
13271,五十九; 九百八十三,1
13272,百十五; 六百六十九,1
13273,九百七; 八十九,0
13274,七百五十; 五百五十九,0
13275,三百七十四; 百二,0
13276,四百三十二; 六百二十四,1
13277,五十七; 百九十九,1
13278,五百三十六; 二十八,0
13279,五百四; 五百八十六,1
13280,八百七十四; 九百九十六,1
13281,三十七; 三百五十九,1
13282,七百五十七; 五百七十三,0
13283,三百七十; 八百二十四,1
13284,三百十二; 四百四十二,1
13285,百四十五; 百九十四,1
13286,三百五十; 八百六十二,1
13287,八百五十九; 七百十四,0
13288,三百四十一; 二百四十八,0
13289,百三十五; 二百十五,1
13290,八十二; 七百三十三,1
13291,八百七十七; 七百九十二,0
13292,八百二十一; 二百九十九,0
13293,三百二十四; 二百七十,0
13294,八百二十八; 三百三十六,0
13295,九百九十七; 二百二十,0
13296,五百三十八; 二百九十三,0
13297,三百四十八; 四百八十五,1
13298,六百六十六; 九百三十七,1
13299,三百三十六; 六百二十,1
13300,十三; 八百八十一,1
13301,五十九; 九百六十九,1
13302,五百十一; 百六十七,0
13303,八百八十; 八百七十六,0
13304,百九十一; 四百九十一,1
13305,三百四十八; 四百四十七,1
13306,三十四; 三百二十七,1
13307,五百四十五; 五百十,0
13308,八百九十九; 八百七十七,0
13309,二百六; 二十七,0
13310,二百八十九; 九百九十九,1
13311,四百七十三; 百十九,0
13312,三十六; 三百五十八,1
13313,五百二十四; 三百六十七,0
13314,五百七十五; 三百八十一,0
13315,五百二十二; 四百六十三,0
13316,二百七十八; 八百十,1
13317,四百八十八; 七百八十一,1
13318,七百三十八; 八百四十四,1
13319,七; 二百二十二,1
13320,二百四十五; 五百七十五,1
13321,六百十一; 七百七十九,1
13322,五百二十一; 八百,1
13323,五十六; 六百十二,1
13324,四百五十三; 五百七十八,1
13325,五百五十; 六百十八,1
13326,五百五十九; 六百四十六,1
13327,八百二十七; 五百十四,0
13328,六百八十九; 七百八,1
13329,三百九十九; 七百九十一,1
13330,六百八十七; 三百五十二,0
13331,四百四十三; 六百三十一,1
13332,六百六十八; 六百五十四,0
13333,九百八十; 五百九十四,0
13334,四百八十; 百七十六,0
13335,八百九十八; 四百七十五,0
13336,二百七十四; 二十六,0
13337,六百九十; 五百七十七,0
13338,百七十六; 九百六十六,1
13339,九百三十一; 百八十七,0
13340,六百九十二; 七百四十八,1
13341,百九十八; 八百六十七,1
13342,七百九十一; 九百十四,1
13343,五百五十五; 九百五,1
13344,百四; 六十七,0
13345,五百八十四; 五十二,0
13346,三百四十四; 九百七,1
13347,七百七十四; 九百十五,1
13348,二百五十三; 四百五十二,1
13349,百九十九; 九百九十三,1
13350,八百三十九; 九百六十四,1
13351,六百九十二; 五百十五,0
13352,五百七; 七百四,1
13353,八十九; 九百八十,1
13354,五百八十三; 七十,0
13355,三百四十七; 四,0
13356,三百九十八; 五百三十二,1
13357,九百四十一; 百四,0
13358,四百九十八; 五百三十九,1
13359,七百四; 三百一,0
13360,九百四十四; 三十,0
13361,四百三十三; 百三十六,0
13362,九百五十一; 三百七,0
13363,二百二十二; 六百八十七,1
13364,六百七十三; 五十五,0
13365,五百三; 十二,0
13366,二百四十五; 五十三,0
13367,五百五; 百八十六,0
13368,四百八十四; 五百五十八,1
13369,五百三; 三百三十三,0
13370,三百五十; 百七十四,0
13371,五百三十三; 百六十八,0
13372,七百九十四; 三百八十八,0
13373,四百二十三; 二百九,0
13374,九百七十二; 八百十六,0
13375,五百九十九; 九百六十,1
13376,六百七十九; 百十六,0
13377,八百七十; 四百一,0
13378,三百九; 五百七十二,1
13379,五百二十九; 七百二十,1
13380,三十三; 九十六,1
13381,二百九十一; 六百十,1
13382,九百三十二; 六百九十,0
13383,四百二十四; 六百十,1
13384,四百三十三; 七百十三,1
13385,九百十二; 三百六十五,0
13386,四百五; 七百八十五,1
13387,七百七十; 二百五十五,0
13388,七百五十八; 二百五十七,0
13389,二百四十五; 百八,0
13390,七百三十八; 九百二十一,1
13391,二百五十七; 十五,0
13392,七百五十五; 六百十二,0
13393,八百十; 八百八十二,1
13394,百七十; 六百九十,1
